timestamp,open,high,low,close,volume
1763830500,128.12,128.34,128.11,128.21,2790.331
1763830800,128.21,128.45,127.77,127.79,14264.512
1763831100,127.78,128.17,127.61,128.07,14580.231
1763831400,128.08,128.27,127.73,127.92,15307.406
1763831700,127.92,127.96,127.61,127.61,6974.929
1763832000,127.6,127.92,127.44,127.91,10095.161
1763832300,127.9,128.13,127.88,127.97,6413.804
1763832600,127.98,127.98,127.65,127.66,5209.4
1763832900,127.66,127.66,127.48,127.53,4770.523
1763833200,127.54,127.68,127.43,127.54,12204.296
1763833500,127.53,127.55,127.33,127.42,15580.562
1763833800,127.41,127.57,127.39,127.44,5075.75
1763834100,127.44,127.71,127.3,127.61,12259.793
1763834400,127.61,127.63,127.42,127.53,3771.231
1763834700,127.53,127.87,127.47,127.84,6592.818
1763835000,127.83,127.95,127.72,127.83,12699.694
1763835300,127.83,127.97,127.72,127.95,6158.639
1763835600,127.95,128.06,127.89,128.04,6082.475
1763835900,128.04,128.06,127.78,127.92,4506.517
1763836200,127.93,127.96,127.51,127.54,4823.956
1763836500,127.53,127.57,127.41,127.54,5237.054
1763836800,127.55,127.82,127.55,127.75,4399.05
1763837100,127.76,127.98,127.59,127.98,5323.92
1763837400,127.98,128.01,127.77,127.78,4589.056
1763837700,127.77,127.79,127.59,127.77,4536.55
1763838000,127.78,127.88,127.48,127.56,2939.144
1763838300,127.56,128.09,127.46,127.96,6547.838
1763838600,127.96,127.96,127.61,127.76,5598.231
1763838900,127.77,127.9,127.72,127.84,2883.695
1763839200,127.84,127.84,127.35,127.36,19187.421
1763839500,127.36,127.4,127.14,127.22,8556.91
1763839800,127.23,127.32,127.1,127.27,8874.269
1763840100,127.28,127.35,127.1,127.18,4993.155
1763840400,127.17,127.21,126.79,126.97,5514.06
1763840700,126.98,127.13,126.9,127.13,3639.213
1763841000,127.14,127.53,127.14,127.31,4084.421
1763841300,127.31,127.39,127.17,127.2,3438.213
1763841600,127.2,127.52,127.12,127.5,4365.707
1763841900,127.5,127.5,127.04,127.09,4866.085
1763842200,127.08,127.5,127.08,127.43,3889.279
1763842500,127.42,127.51,127.2,127.21,3247.669
1763842800,127.21,127.64,127.06,127.35,6272.559
1763843100,127.35,127.4,127.18,127.32,4476.579
1763843400,127.33,127.33,126.86,126.98,4150.068
1763843700,126.98,126.98,126.63,126.82,6720.18
1763844000,126.82,126.84,126.42,126.46,5005.716
1763844300,126.47,126.71,126.38,126.4,5217.49
1763844600,126.39,126.54,126.1,126.25,6373.641
1763844900,126.25,126.61,126.18,126.45,7179.929
1763845200,126.44,126.64,126.32,126.61,3794.47
1763845500,126.62,126.84,126.56,126.56,7493.55
1763845800,126.56,126.61,126.33,126.42,2160.614
1763846100,126.41,126.67,126.38,126.38,2816.268
1763846400,126.38,126.52,126.16,126.52,3864.939
