timestamp,open,high,low,close,volume
1763830800,84694.65,84717.55,84423.98,84543.38,150.51338
1763831700,84543.38,84720.0,84486.02,84703.31,75.68154
1763832600,84703.31,84724.58,84523.53,84547.55,62.01455
1763833500,84547.55,84630.0,84464.49,84554.2,69.72791
1763834400,84554.2,84678.0,84491.9,84614.41,74.80705
1763835300,84614.42,84626.0,84533.08,84598.0,57.34322
1763836200,84597.99,84600.89,84480.66,84563.1,51.00888
1763837100,84563.1,84678.38,84535.96,84659.79,60.82519
1763838000,84659.8,84790.79,84588.02,84708.42,71.62845
1763838900,84708.42,84789.21,84581.99,84617.88,42.72452
1763839800,84617.89,84638.92,84510.53,84579.88,56.12071
1763840700,84579.88,84733.63,84562.82,84609.76,53.22549
1763841600,84609.77,84808.22,84599.98,84765.07,70.2952
1763842500,84765.08,84796.48,84659.23,84759.02,45.38467
1763843400,84759.02,84759.03,84423.0,84423.01,71.32771
1763844300,84423.01,84500.0,84244.51,84474.41,87.8609
1763845200,84474.41,84510.54,84237.7,84297.94,116.51079
1763846100,84297.93,84438.59,84295.2,84308.01,45.95538
1763847000,84308.01,84437.67,84285.14,84403.26,48.67426
1763847900,84403.26,84438.64,84316.39,84411.3,57.89198
1763848800,84411.31,84600.01,84269.04,84595.61,182.91451
1763849700,84595.61,84685.64,84539.71,84616.51,119.23052
1763850600,84616.51,84760.59,84566.33,84760.58,67.11007
1763851500,84760.59,85260.0,84722.17,85072.88,279.03341
1763852400,85072.87,85178.0,84850.0,85050.0,175.4982
1763853300,85050.01,85055.87,84766.81,84859.32,92.42059
1763854200,84859.32,85039.8,84723.87,84806.86,150.34237
1763855100,84806.86,84825.75,84670.56,84739.74,79.96382
1763856000,84739.75,85187.05,84667.57,85187.01,184.1804
1763856900,85187.0,85325.94,85006.67,85067.87,313.44932
1763857800,85067.88,85160.31,84909.12,85000.92,195.82469
1763858700,85000.92,85129.38,84893.21,84971.74,95.97145
1763859600,84971.74,85344.29,84950.97,85334.88,153.896
1763860500,85334.88,85609.75,85291.43,85530.39,316.87093
1763861400,85530.39,85923.07,85458.01,85890.72,367.46116
1763862300,85890.73,86184.6,85722.99,85879.83,408.90792
1763863200,85879.83,86105.76,85689.36,85822.87,341.26164
1763864100,85822.87,86218.0,85733.49,86042.62,306.95963
1763865000,86042.62,86349.84,86033.24,86168.32,352.76295
1763865900,86168.33,86296.65,85958.74,86000.34,315.77354
1763866800,86000.34,86098.18,85840.0,85886.58,184.99426
1763867700,85886.58,85960.0,85820.68,85945.04,127.69174
1763868600,85945.05,86161.21,85891.64,86084.02,143.25956
1763869500,86084.03,86308.55,86002.0,86308.54,194.88612
1763870400,86308.54,86507.87,86150.61,86461.94,315.70681
1763871300,86461.93,86860.0,86380.0,86502.0,389.58546
1763872200,86501.99,86620.18,86425.46,86584.5,147.28682
1763873100,86584.5,86693.56,86458.12,86548.2,192.53478
1763874000,86548.19,86593.68,86375.33,86449.79,173.43678
