timestamp,open,high,low,close,volume
1763830500,1.9446,1.9465,1.9438,1.9444,357169.5
1763830800,1.9443,1.9452,1.9388,1.9395,490079.8
1763831100,1.9394,1.9403,1.9363,1.9394,534782.7
1763831400,1.9395,1.9401,1.9334,1.9383,550008.1
1763831700,1.9382,1.9393,1.9322,1.9331,612306.2
1763832000,1.9332,1.9369,1.9317,1.9366,177807.7
1763832300,1.9366,1.9418,1.9366,1.9399,160787.3
1763832600,1.9399,1.9408,1.934,1.9345,155597.0
1763832900,1.9345,1.9346,1.9316,1.9323,168082.7
1763833200,1.9324,1.9334,1.9297,1.9307,146484.9
1763833500,1.9306,1.9313,1.9275,1.9285,123853.8
1763833800,1.9285,1.9316,1.928,1.9303,147938.5
1763834100,1.9302,1.9316,1.9272,1.9302,256885.3
1763834400,1.9303,1.9307,1.9274,1.9284,119070.9
1763834700,1.9285,1.9326,1.9262,1.9323,353018.9
1763835000,1.9322,1.9333,1.9268,1.9271,206974.7
1763835300,1.927,1.9274,1.9235,1.9263,411807.4
1763835600,1.9263,1.9276,1.9238,1.9273,178250.0
1763835900,1.9272,1.9281,1.9256,1.9281,99300.5
1763836200,1.928,1.9282,1.9227,1.9233,134630.6
1763836500,1.9232,1.9258,1.9217,1.9256,161582.8
1763836800,1.9257,1.9281,1.9256,1.9265,118947.3
1763837100,1.9264,1.9321,1.9252,1.9321,165152.2
1763837400,1.932,1.932,1.9294,1.9303,112054.5
1763837700,1.9302,1.9319,1.9289,1.9318,65383.5
1763838000,1.9319,1.9345,1.9314,1.9324,110729.2
1763838300,1.9325,1.9394,1.9307,1.9383,110922.6
1763838600,1.9382,1.9382,1.9345,1.9369,67334.3
1763838900,1.937,1.9398,1.9362,1.9375,77561.6
1763839200,1.9374,1.9374,1.9301,1.9302,152676.4
1763839500,1.9302,1.9308,1.9278,1.929,113594.7
1763839800,1.929,1.9304,1.9278,1.9293,106565.1
1763840100,1.9293,1.9319,1.9281,1.9293,102745.3
1763840400,1.9293,1.93,1.9254,1.9265,74265.1
1763840700,1.9265,1.9298,1.926,1.9298,132463.2
1763841000,1.9298,1.9349,1.9298,1.9328,73816.0
1763841300,1.9328,1.9331,1.9278,1.9278,158688.6
1763841600,1.9277,1.9321,1.926,1.9321,85404.0
1763841900,1.932,1.9339,1.9285,1.929,118603.0
1763842200,1.9289,1.9345,1.9289,1.9337,129018.4
1763842500,1.9337,1.9356,1.9299,1.9304,159170.0
1763842800,1.9304,1.9368,1.929,1.9335,127230.7
1763843100,1.9335,1.9353,1.9325,1.9342,70205.9
1763843400,1.9342,1.9347,1.9299,1.931,149354.7
1763843700,1.931,1.9325,1.9267,1.9296,107546.6
1763844000,1.9296,1.9299,1.9238,1.9239,256149.1
1763844300,1.924,1.9264,1.9219,1.9219,187420.4
1763844600,1.922,1.9251,1.9203,1.922,176864.8
1763844900,1.922,1.9285,1.9212,1.9279,131404.7
1763845200,1.9279,1.9315,1.9266,1.9314,84949.5
1763845500,1.9315,1.9342,1.9294,1.9294,134882.0
1763845800,1.9294,1.9301,1.9253,1.9263,108783.2
1763846100,1.9262,1.9298,1.9258,1.928,112456.1
1763846400,1.9279,1.9329,1.9278,1.9328,72261.3
1763846700,1.9329,1.9329,1.93,1.9306,109426.3
1763847000,1.9306,1.9318,1.9287,1.9308,193590.1
1763847300,1.9307,1.9307,1.9249,1.9261,186297.1
1763847600,1.9261,1.931,1.9261,1.9306,94941.0
1763847900,1.9306,1.9346,1.93,1.9328,153439.4
1763848200,1.9327,1.9372,1.931,1.9349,206467.2
1763848500,1.935,1.9373,1.935,1.9365,49308.7
1763848800,1.9364,1.9381,1.9319,1.9319,131008.1
1763849100,1.9319,1.9323,1.9293,1.9321,150040.5
1763849400,1.932,1.9405,1.9318,1.9405,203765.1
1763849700,1.9405,1.9463,1.9385,1.9386,643334.5
1763850000,1.9386,1.9464,1.9385,1.9456,239791.6
1763850300,1.9455,1.946,1.9396,1.9413,189406.8
1763850600,1.9412,1.943,1.9399,1.943,127094.0
1763850900,1.9429,1.9502,1.9429,1.9464,406780.9
