timestamp,open,high,low,close,volume
1763830500,2753.93,2758.0,2753.5,2755.48,722.421
1763830800,2755.49,2756.0,2747.14,2747.4,1224.8388
1763831100,2747.4,2753.3,2744.97,2752.74,554.1427
1763831400,2752.75,2754.28,2747.6,2751.49,649.74
1763831700,2751.49,2752.18,2748.61,2748.84,564.3634
1763832000,2748.84,2755.5,2748.61,2755.5,411.2157
1763832300,2755.49,2758.44,2754.88,2756.49,536.7611
1763832600,2756.49,2757.31,2752.74,2753.44,541.3489
1763832900,2753.44,2753.44,2748.33,2750.41,555.0056
1763833200,2750.41,2752.32,2746.97,2749.21,644.5664
1763833500,2749.21,2749.5,2745.34,2747.25,499.3295
1763833800,2747.25,2750.28,2747.2,2748.98,397.7688
1763834100,2748.98,2752.0,2746.56,2750.01,590.0892
1763834400,2750.02,2750.54,2746.49,2748.07,350.7514
1763834700,2748.08,2754.45,2746.85,2753.94,865.1376
1763835000,2753.94,2754.89,2751.84,2752.07,608.2475
1763835300,2752.07,2752.49,2748.61,2751.29,349.7205
1763835600,2751.29,2752.5,2749.49,2751.5,441.5681
1763835900,2751.51,2752.5,2748.05,2750.93,373.0905
1763836200,2750.94,2751.32,2744.78,2744.94,595.2472
1763836500,2744.95,2748.43,2743.02,2747.3,1898.5532
1763836800,2747.31,2750.88,2747.3,2750.03,323.0328
1763837100,2750.02,2754.05,2747.63,2754.03,498.5062
1763837400,2754.04,2754.69,2752.53,2752.75,450.0059
1763837700,2752.74,2752.74,2750.59,2752.5,280.4747
1763838000,2752.5,2754.16,2749.29,2750.2,438.7737
1763838300,2750.2,2757.5,2748.47,2755.44,643.0293
1763838600,2755.45,2755.45,2750.41,2753.2,288.0064
1763838900,2753.19,2755.87,2753.13,2754.89,303.3498
1763839200,2754.89,2754.89,2749.23,2750.73,399.3958
1763839500,2750.73,2751.56,2748.31,2750.92,240.3714
1763839800,2750.93,2752.5,2749.56,2750.96,205.9129
1763840100,2750.97,2752.0,2746.74,2747.98,612.2729
1763840400,2747.98,2748.52,2744.85,2747.61,368.395
1763840700,2747.62,2751.29,2746.49,2751.29,458.8674
1763841000,2751.29,2754.03,2750.93,2751.5,358.2347
